13/08/2023 - 04:28:29 PM	crxazwse(Joining/Connecting) connected from the server
13/08/2023 - 05:37:48 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:48 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:48 PM	Барни Барнакл(Гражданин) said 'Ого'
13/08/2023 - 05:37:49 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:37:49 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:37:49 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:37:50 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:37:51 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:37:51 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:37:51 PM	💀 SCP-173 💀(UA)(Дезертир) spawned a 'models/props_junk/cardboard_box001a.mdl'
13/08/2023 - 05:37:51 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:51 PM	Allan(Гражданин) said 'смотри какая картина'
13/08/2023 - 05:37:51 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:37:52 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:52 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:52 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:37:52 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:37:53 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:37:53 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:37:53 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:54 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:37:54 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:37:55 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:56 PM	Ганс Краппицкой(Гражданин) said '/w Не нужна пушка?'
13/08/2023 - 05:37:56 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:37:56 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:37:57 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:37:57 PM	Барни Барнакл(Гражданин) said 'Прекрасная'
13/08/2023 - 05:37:58 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:58 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:58 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:37:59 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:37:59 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:37:59 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:38:00 PM	Барни Барнакл(Гражданин) said 'Сам сделал?'
13/08/2023 - 05:38:00 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:00 PM	Egor Lisin(CMD.UNIT) said '!ьутг'
13/08/2023 - 05:38:01 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:38:01 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:38:01 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:01 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:38:02 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:02 PM	Allan(Гражданин) said 'да'
13/08/2023 - 05:38:02 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:02 PM	Egor Lisin(CMD.UNIT) said '!menu'
13/08/2023 - 05:38:02 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:03 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:03 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:38:03 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:38:03 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:04 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:04 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:38:05 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:06 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:38:06 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:38:07 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:38:08 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:08 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:08 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:09 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:38:09 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:38:09 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:38:10 PM	Барни Барнакл(Гражданин) said 'Неплохой ты хужожник скажу я так'
13/08/2023 - 05:38:10 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:11 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:38:11 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:38:11 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:11 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:38:12 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:12 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:12 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:12 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:13 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:38:13 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:38:13 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:13 PM	Combine(Беженец) said 'Что?'
13/08/2023 - 05:38:14 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:14 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:38:15 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:15 PM	Allan(Гражданин) said 'спасибо'
13/08/2023 - 05:38:16 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:38:16 PM	Барни Барнакл(Гражданин) said 'Художник...Д-да'
13/08/2023 - 05:38:16 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:38:17 PM	Total Devastation(Гражданин) said '!menu'
13/08/2023 - 05:38:17 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:38:18 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:18 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:18 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:19 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:38:19 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:38:19 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:38:20 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:21 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:38:21 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:38:21 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:21 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:38:22 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:22 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:22 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:22 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:23 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:38:23 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:38:23 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:24 PM	Egor Lisin(CMD.UNIT) said '!menu'
13/08/2023 - 05:38:24 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:24 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:38:25 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:26 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:38:26 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:38:27 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:38:28 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:28 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:28 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:29 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:38:29 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:38:29 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:38:30 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:30 PM	Combine(Беженец) said 'Да сам незнаю'
13/08/2023 - 05:38:31 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:38:31 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:38:31 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:31 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:38:32 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:32 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:32 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:32 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:33 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:38:33 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:38:33 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:34 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:34 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:38:35 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:36 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:38:36 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:38:37 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:38:38 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:38 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:38 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:39 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:38:39 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:38:39 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:38:40 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:41 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:38:41 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:38:41 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:41 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:38:41 PM	Combine(Беженец) said 'Ну из того места точно'
13/08/2023 - 05:38:42 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:42 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:42 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:43 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:38:43 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:43 PM	Total Devastation(Гражданин) said '/buybitminerfuel'
13/08/2023 - 05:38:43 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:38:43 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:44 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:44 PM	Total Devastation(Гражданин) said '/spectate'
13/08/2023 - 05:38:44 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:38:45 PM	Total Devastation(Гражданин) entered '_FSpectatePosUpdate'
13/08/2023 - 05:38:45 PM	Total Devastation(Гражданин) entered '_FSpectatePosUpdate'
13/08/2023 - 05:38:45 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:46 PM	Total Devastation(Гражданин) entered '_FSpectatePosUpdate'
13/08/2023 - 05:38:46 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:38:46 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:38:46 PM	Total Devastation(Гражданин) entered '_FSpectatePosUpdate'
13/08/2023 - 05:38:47 PM	Total Devastation(Гражданин) entered '_FSpectatePosUpdate'
13/08/2023 - 05:38:47 PM	Total Devastation(Гражданин) entered 'FTPToPos'
13/08/2023 - 05:38:47 PM	Total Devastation(Гражданин) entered 'FSpectate_StopSpectating'
13/08/2023 - 05:38:47 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:38:48 PM	Egor Lisin(CMD.UNIT) used ULX command ' noclip'
13/08/2023 - 05:38:48 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:48 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:48 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:49 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:38:49 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:38:49 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:38:50 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:51 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:38:51 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:38:51 PM	Эскадрон(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:51 PM	[HURT] Виталя Спарда(Гражданин) hurt Виталя Спарда(Гражданин) with 1 damage using keys
13/08/2023 - 05:38:52 PM	Allan(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:52 PM	Ганс Краппицкой(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:52 PM	РОМА(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:52 PM	Время 90-x[|ᎮԄຖɬ|](Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:38:53 PM	Паралич мозга(Партизан) entered 'discs_request'
13/08/2023 - 05:38:53 PM	ыуыу(Грузчик ГСР) entered 'discs_request'
13/08/2023 - 05:38:53 PM	bug.vadik(Joining/Connecting) connected from the server
13/08/2023 - 05:38:54 PM	Jaycob Worton(UNIT.3) entered 'discs_request'
13/08/2023 - 05:38:54 PM	Иисус Христос(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:54 PM	привет мой лучший(UNIT.4) entered 'discs_request'
13/08/2023 - 05:38:54 PM	Total Devastation(Гражданин) said '!menu'
13/08/2023 - 05:38:55 PM	Виталя Спарда(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:56 PM	Kserg31(Глава Отряда) entered 'discs_request'
13/08/2023 - 05:38:56 PM	unnonrp(OTA.HEAVY) entered 'discs_request'
13/08/2023 - 05:38:57 PM	💀 SCP-173 💀(UA)(Дезертир) entered 'discs_request'
13/08/2023 - 05:38:58 PM	Барни Барнакл(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:58 PM	Лейзи Лейзович(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:58 PM	Total Devastation(Гражданин) entered 'discs_request'
13/08/2023 - 05:38:59 PM	Джейкоб Чурбан(UNIT.1) entered 'discs_request'
13/08/2023 - 05:38:59 PM	Egor Lisin(CMD.UNIT) entered 'discs_request'
13/08/2023 - 05:38:59 PM	Alex(UNIT.5) entered 'discs_request'
13/08/2023 - 05:39:00 PM	Mr.Lazy(Пищевой снабдитель ГСР) entered 'discs_request'
13/08/2023 - 05:39:01 PM	Combine(Беженец) entered 'discs_request'
13/08/2023 - 05:39:01 PM	vadimhalo(OTA.ELITE) entered 'discs_request'
13/08/2023 - 05:39:01 PM	Эскадрон(Гражданин) entered 'discs_request'
